Species,Abundance,Site ID,SampleDate,Group,Flag_Duplicated
Coscinodiscus spp.,P,SVB,10/2/2013,Diatom,
Dictyocha spp. (Chromophyte),P,SVB,10/2/2013,Silicoflagellate,
Dinophysis spp.,P,SVB,10/2/2013,Dinoflagellate,
Gyrodinium,A,SVB,10/2/2013,Dinoflagellate,
Pleurosigma morphotype,P,SVB,10/2/2013,Diatom,
Prorocentrum spp.,P,SVB,10/2/2013,Dinoflagellate,
Protoperidinium spp.,P,SVB,10/2/2013,Dinoflagellate,
Pseudo-nitzschia spp.,P,SVB,10/2/2013,Diatom,
Rhizosolenia spp.,P,SVB,10/2/2013,Diatom,
Thalassiosira spp.,P,SVB,10/2/2013,Diatom,
Ceratium furca morphotype,P,HMH,10/3/2013,Dinoflagellate,
Ceratium longipes morphotype,P,HMH,10/3/2013,Dinoflagellate,
Chaetoceros spp.,P,HMH,10/3/2013,Diatom,
Coscinodiscus spp.,P,HMH,10/3/2013,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,10/3/2013,Silicoflagellate,
Dinophysis spp.,P,HMH,10/3/2013,Dinoflagellate,
Gyrodinium,P,HMH,10/3/2013,Dinoflagellate,
Protoperidinium spp.,P,HMH,10/3/2013,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,10/3/2013,Diatom,
Rhizosolenia spp.,P,HMH,10/3/2013,Diatom,
Thalassionema spp.,P,HMH,10/3/2013,Diatom,
Thalassiosira spp.,P,HMH,10/3/2013,Diatom,
Ceratium furca morphotype,P,HMH,10/25/2013,Dinoflagellate,
Chaetoceros spp.,P,HMH,10/25/2013,Diatom,
Coscinodiscus spp.,P,HMH,10/25/2013,Diatom,
Dinophysis spp.,P,HMH,10/25/2013,Dinoflagellate,
Gyrodinium,P,HMH,10/25/2013,Dinoflagellate,
Protoperidinium spp.,P,HMH,10/25/2013,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,10/25/2013,Diatom,
Thalassiosira spp.,P,HMH,10/25/2013,Diatom,
Ceratium furca morphotype,P,HMH,11/19/2013,Dinoflagellate,
Chaetoceros spp.,P,HMH,11/19/2013,Diatom,
Coscinodiscus spp.,P,HMH,11/19/2013,Diatom,
Fragilariopsis spp.,P,HMH,11/19/2013,Diatom,
Karenia mikimotoi,P,HMH,11/19/2013,Dinoflagellate,
Nitzschia morphotype,P,HMH,11/19/2013,Diatom,
Pleurosigma morphotype,P,HMH,11/19/2013,Diatom,
Thalassiosira spp.,P,HMH,11/19/2013,Diatom,
Chaetoceros spp.,P,HMH,4/10/2014,Diatom,
Coscinodiscus spp.,P,HMH,4/10/2014,Diatom,
Ditylum spp.,P,HMH,4/10/2014,Diatom,
Odontella spp.,P,HMH,4/10/2014,Diatom,
Rhizosolenia spp.,P,HMH,4/10/2014,Diatom,
Skeletonema spp.,P,HMH,4/10/2014,Diatom,
Stephanopyxis spp.,P,HMH,4/10/2014,Diatom,
Thalassiosira spp.,P,HMH,4/10/2014,Diatom,
Ceratium furca morphotype,P,HMH,4/15/2014,Dinoflagellate,
Ceratium fusus morphotype,P,HMH,4/15/2014,Dinoflagellate,
Chaetoceros spp.,A,HMH,4/15/2014,Diatom,
Coscinodiscus spp.,P,HMH,4/15/2014,Diatom,
Leptocylindrus spp.,P,HMH,4/15/2014,Diatom,
Odontella spp.,P,HMH,4/15/2014,Diatom,
Pleurosigma morphotype,P,HMH,4/15/2014,Diatom,
Rhizosolenia spp.,P,HMH,4/15/2014,Diatom,
Stephanopyxis spp.,P,HMH,4/15/2014,Diatom,
Thalassionema spp.,B,HMH,4/15/2014,Diatom,
Chaetoceros spp.,P,HMH,4/18/2014,Diatom,
Coscinodiscus spp.,P,HMH,4/18/2014,Diatom,
Ditylum spp.,P,HMH,4/18/2014,Diatom,
Entomoneis spp.,P,HMH,4/18/2014,Diatom,
Navicula morphotype,P,HMH,4/18/2014,Diatom,
Pleurosigma morphotype,P,HMH,4/18/2014,Diatom,
Rhizosolenia spp.,P,HMH,4/18/2014,Diatom,
Thalassiosira spp.,B,HMH,4/18/2014,Diatom,
Chaetoceros spp.,B,HMH,4/29/2014,Diatom,
Coscinodiscus spp.,P,HMH,4/29/2014,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,4/29/2014,Silicoflagellate,
Ditylum spp.,P,HMH,4/29/2014,Diatom,
Fragilariopsis spp.,P,HMH,4/29/2014,Diatom,
Leptocylindrus spp.,P,HMH,4/29/2014,Diatom,
Melosira spp.,P,HMH,4/29/2014,Diatom,
Navicula morphotype,P,HMH,4/29/2014,Diatom,
Nitzschia morphotype,P,HMH,4/29/2014,Diatom,
Odontella spp.,P,HMH,4/29/2014,Diatom,
Pseudo-nitzschia spp.,P,HMH,4/29/2014,Diatom,
Rhizosolenia spp.,P,HMH,4/29/2014,Diatom,
Skeletonema spp.,P,HMH,4/29/2014,Diatom,
Stephanopyxis spp.,P,HMH,4/29/2014,Diatom,
Thalassionema spp.,P,HMH,4/29/2014,Diatom,
Thalassiosira spp.,P,HMH,4/29/2014,Diatom,
Chaetoceros socialis,B,HMH,5/13/2014,Diatom,
Coscinodiscus spp.,P,HMH,5/13/2014,Diatom,
Dinophysis spp.,P,HMH,5/13/2014,Dinoflagellate,
Ditylum spp.,P,HMH,5/13/2014,Diatom,
Melosira spp.,P,HMH,5/13/2014,Diatom,
Nitzschia morphotype,P,HMH,5/13/2014,Diatom,
Pleurosigma morphotype,P,HMH,5/13/2014,Diatom,
Protoperidinium spp.,P,HMH,5/13/2014,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,5/13/2014,Diatom,
Rhizosolenia spp.,P,HMH,5/13/2014,Diatom,
Stephanopyxis spp.,P,HMH,5/13/2014,Diatom,
Thalassionema spp.,P,HMH,5/13/2014,Diatom,
Thalassiosira spp.,P,HMH,5/13/2014,Diatom,
Chaetoceros spp.,A,HMH,5/16/2014,Diatom,
Coscinodiscus spp.,P,HMH,5/16/2014,Diatom,
Ditylum spp.,P,HMH,5/16/2014,Diatom,
Navicula morphotype,P,HMH,5/16/2014,Diatom,
Odontella spp.,P,HMH,5/16/2014,Diatom,
Pleurosigma morphotype,P,HMH,5/16/2014,Diatom,
Rhizosolenia spp.,P,HMH,5/16/2014,Diatom,
Skeletonema spp.,P,HMH,5/16/2014,Diatom,
Stephanopyxis spp.,P,HMH,5/16/2014,Diatom,
Thalassiosira spp.,P,HMH,5/16/2014,Diatom,
Chaetoceros spp.,A,HMH,5/21/2014,Diatom,
Ditylum spp.,P,HMH,5/21/2014,Diatom,
Guinardia spp.,P,HMH,5/21/2014,Diatom,
Leptocylindrus spp.,P,HMH,5/21/2014,Diatom,
Navicula morphotype,P,HMH,5/21/2014,Diatom,
Odontella spp.,P,HMH,5/21/2014,Diatom,
Pseudo-nitzschia spp.,P,HMH,5/21/2014,Diatom,
Rhizosolenia spp.,P,HMH,5/21/2014,Diatom,
Scrippsiella,P,HMH,5/21/2014,Dinoflagellate,
Thalassionema spp.,P,HMH,5/21/2014,Diatom,
Thalassiosira spp.,P,HMH,5/21/2014,Diatom,
Chaetoceros spp.,B,HMH,5/23/2014,Diatom,
Coscinodiscus spp.,P,HMH,5/23/2014,Diatom,
Ditylum spp.,P,HMH,5/23/2014,Diatom,
Melosira spp.,P,HMH,5/23/2014,Diatom,
Protoperidinium spp.,P,HMH,5/23/2014,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,5/23/2014,Diatom,
Rhizosolenia spp.,P,HMH,5/23/2014,Diatom,
Thalassiosira spp.,P,HMH,5/23/2014,Diatom,
Chaetoceros spp.,A,HMH,5/30/2014,Diatom,
Coscinodiscus spp.,P,HMH,5/30/2014,Diatom,
Ditylum spp.,P,HMH,5/30/2014,Diatom,
Leptocylindrus spp.,P,HMH,5/30/2014,Diatom,
Pleurosigma morphotype,P,HMH,5/30/2014,Diatom,
Protoperidinium spp.,P,HMH,5/30/2014,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,5/30/2014,Diatom,
Rhizosolenia spp.,P,HMH,5/30/2014,Diatom,
Stephanopyxis spp.,P,HMH,5/30/2014,Diatom,
Thalassiosira spp.,P,HMH,5/30/2014,Diatom,
Chaetoceros spp.,A,HMH,5/31/2014,Diatom,
Ditylum spp.,P,HMH,5/31/2014,Diatom,
Entomoneis spp.,P,HMH,5/31/2014,Diatom,
Fragilariopsis spp.,P,HMH,5/31/2014,Diatom,
Leptocylindrus spp.,P,HMH,5/31/2014,Diatom,
Nitzschia morphotype,P,HMH,5/31/2014,Diatom,
Odontella spp.,P,HMH,5/31/2014,Diatom,
Protoperidinium spp.,P,HMH,5/31/2014,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,5/31/2014,Diatom,
Stephanopyxis spp.,P,HMH,5/31/2014,Diatom,
Thalassionema spp.,P,HMH,5/31/2014,Diatom,
Thalassiosira spp.,P,HMH,5/31/2014,Diatom,
Chaetoceros spp.,P,HMH,6/5/2014,Diatom,
Ditylum spp.,P,HMH,6/5/2014,Diatom,
Leptocylindrus spp.,P,HMH,6/5/2014,Diatom,
Licmophora spp.,P,HMH,6/5/2014,Diatom,
Navicula morphotype,P,HMH,6/5/2014,Diatom,
Protoperidinium spp.,P,HMH,6/5/2014,Dinoflagellate,
Pseudo-nitzschia spp.,A,HMH,6/5/2014,Diatom,
Rhizosolenia spp.,P,HMH,6/5/2014,Diatom,
Dinophysis spp.,P,SVB,6/5/2014,Dinoflagellate,
Bacteriastrum spp.,P,HMH,6/6/2014,Diatom,
Chaetoceros spp.,P,HMH,6/6/2014,Diatom,
Coscinodiscus spp.,P,HMH,6/6/2014,Diatom,
Dinophysis spp.,P,HMH,6/6/2014,Dinoflagellate,
Fragilariopsis spp.,P,HMH,6/6/2014,Diatom,
Karenia mikimotoi,P,HMH,6/6/2014,Dinoflagellate,
Licmophora spp.,P,HMH,6/6/2014,Diatom,
Navicula morphotype,P,HMH,6/6/2014,Diatom,
Pleurosigma morphotype,P,HMH,6/6/2014,Diatom,
Protoperidinium spp.,P,HMH,6/6/2014,Dinoflagellate,
Pseudo-nitzschia spp.,B,HMH,6/6/2014,Diatom,
Rhizosolenia spp.,P,HMH,6/6/2014,Diatom,
Thalassiosira spp.,P,HMH,6/6/2014,Diatom,
Cerataulina spp.,P,HMH,6/12/2014,Diatom,
Chaetoceros spp.,A,HMH,6/12/2014,Diatom,
Coscinodiscus spp.,P,HMH,6/12/2014,Diatom,
Leptocylindrus spp.,P,HMH,6/12/2014,Diatom,
Licmophora spp.,P,HMH,6/12/2014,Diatom,
Pleurosigma morphotype,P,HMH,6/12/2014,Diatom,
Pseudo-nitzschia spp.,A,HMH,6/12/2014,Diatom,
Rhizosolenia spp.,P,HMH,6/12/2014,Diatom,
Thalassionema spp.,P,HMH,6/12/2014,Diatom,
Cerataulina spp.,B,HMH,6/20/2014,Diatom,
Chaetoceros spp.,P,HMH,6/20/2014,Diatom,
Coscinodiscus spp.,P,HMH,6/20/2014,Diatom,
Navicula morphotype,P,HMH,6/20/2014,Diatom,
Protoperidinium spp.,P,HMH,6/20/2014,Dinoflagellate,
Rhizosolenia spp.,P,HMH,6/20/2014,Diatom,
Thalassionema spp.,P,HMH,6/20/2014,Diatom,
Cerataulina spp.,P,HMH,6/26/2014,Diatom,
Chaetoceros spp.,P,HMH,6/26/2014,Diatom,
Coscinodiscus spp.,P,HMH,6/26/2014,Diatom,
Dinophysis spp.,P,HMH,6/26/2014,Dinoflagellate,
Leptocylindrus spp.,P,HMH,6/26/2014,Diatom,
Pleurosigma morphotype,P,HMH,6/26/2014,Diatom,
Pseudo-nitzschia spp.,P,HMH,6/26/2014,Diatom,
Thalassionema spp.,P,HMH,6/26/2014,Diatom,
Thalassiosira spp.,P,HMH,6/26/2014,Diatom,
Cerataulina spp.,P,HMH,7/3/2014,Diatom,
Chaetoceros spp.,A,HMH,7/3/2014,Diatom,
Coscinodiscus spp.,P,HMH,7/3/2014,Diatom,
Leptocylindrus spp.,P,HMH,7/3/2014,Diatom,
Licmophora spp.,P,HMH,7/3/2014,Diatom,
Protoperidinium spp.,P,HMH,7/3/2014,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,7/3/2014,Diatom,
Rhizosolenia spp.,P,HMH,7/3/2014,Diatom,
Dinophysis spp.,P,HMH,7/11/2014,Dinoflagellate,
Leptocylindrus spp.,P,HMH,7/11/2014,Diatom,
Licmophora spp.,P,HMH,7/11/2014,Diatom,
Protoperidinium spp.,P,HMH,7/11/2014,Dinoflagellate,
Rhizosolenia spp.,P,HMH,7/11/2014,Diatom,
Thalassiosira spp.,P,HMH,7/11/2014,Diatom,
Chaetoceros spp.,P,HMH,7/15/2014,Diatom,
Coscinodiscus spp.,P,HMH,7/15/2014,Diatom,
Dinophysis spp.,P,HMH,7/15/2014,Dinoflagellate,
Navicula morphotype,P,HMH,7/15/2014,Diatom,
Noctiluca spp.,P,HMH,7/15/2014,Dinoflagellate,
Pleurosigma morphotype,P,HMH,7/15/2014,Diatom,
Pseudo-nitzschia spp.,P,HMH,7/15/2014,Diatom,
Chaetoceros spp.,P,HMH,7/17/2014,Diatom,
Coscinodiscus spp.,P,HMH,7/17/2014,Diatom,
Ditylum spp.,P,HMH,7/17/2014,Diatom,
Entomoneis spp.,P,HMH,7/17/2014,Diatom,
Navicula morphotype,P,HMH,7/17/2014,Diatom,
Noctiluca spp.,P,HMH,7/17/2014,Dinoflagellate,
Pleurosigma morphotype,P,HMH,7/17/2014,Diatom,
Protoperidinium spp.,P,HMH,7/17/2014,Dinoflagellate,
Rhizosolenia spp.,P,HMH,7/17/2014,Diatom,
Chaetoceros spp.,P,HMH,7/28/2014,Diatom,
Coscinodiscus spp.,P,HMH,7/28/2014,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,7/28/2014,Silicoflagellate,
Dinophysis spp.,P,HMH,7/28/2014,Dinoflagellate,
Ditylum spp.,P,HMH,7/28/2014,Diatom,
Fragilariopsis spp.,P,HMH,7/28/2014,Diatom,
Leptocylindrus spp.,P,HMH,7/28/2014,Diatom,
Pleurosigma morphotype,P,HMH,7/28/2014,Diatom,
Protoperidinium spp.,P,HMH,7/28/2014,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,7/28/2014,Diatom,
Rhizosolenia spp.,A,HMH,7/28/2014,Diatom,
Stephanopyxis spp.,P,HMH,7/28/2014,Diatom,
Thalassionema spp.,P,HMH,7/28/2014,Diatom,
Cerataulina spp.,P,SVB,8/5/2014,Diatom,
Ceratium furca morphotype,P,SVB,8/5/2014,Dinoflagellate,
Chaetoceros spp.,A,SVB,8/5/2014,Diatom,
Coscinodiscus spp.,P,SVB,8/5/2014,Diatom,
Dictyocha spp. (Chromophyte),P,SVB,8/5/2014,Silicoflagellate,
Ditylum spp.,P,SVB,8/5/2014,Diatom,
Leptocylindrus spp.,P,SVB,8/5/2014,Diatom,
Navicula morphotype,P,SVB,8/5/2014,Diatom,
Pleurosigma morphotype,P,SVB,8/5/2014,Diatom,
Pseudo-nitzschia spp.,P,SVB,8/5/2014,Diatom,
Rhizosolenia spp.,P,SVB,8/5/2014,Diatom,
Thalassionema spp.,P,SVB,8/5/2014,Diatom,
Chaetoceros spp.,P,HMH,8/6/2014,Diatom,
Ditylum spp.,P,HMH,8/6/2014,Diatom,
Fragilariopsis spp.,P,HMH,8/6/2014,Diatom,
Navicula morphotype,P,HMH,8/6/2014,Diatom,
Protoperidinium spp.,P,HMH,8/6/2014,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,8/6/2014,Diatom,
Rhizosolenia spp.,B,HMH,8/6/2014,Diatom,
Thalassiosira spp.,P,HMH,8/6/2014,Diatom,
Ceratium fusus morphotype,P,HMH,8/14/2014,Dinoflagellate,
Ceratium longipes morphotype,P,HMH,8/14/2014,Dinoflagellate,
Protoperidinium spp.,P,HMH,8/14/2014,Dinoflagellate,
Rhizosolenia spp.,P,HMH,8/14/2014,Diatom,
Thalassionema spp.,P,HMH,8/14/2014,Diatom,
Thalassiosira spp.,P,HMH,8/14/2014,Diatom,
Ceratium furca morphotype,P,HMH,8/27/2014,Dinoflagellate,
Ceratium longipes morphotype,P,HMH,8/27/2014,Dinoflagellate,
Chaetoceros spp.,P,HMH,8/27/2014,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,8/27/2014,Silicoflagellate,
Dinophysis spp.,P,HMH,8/27/2014,Dinoflagellate,
Ditylum spp.,P,HMH,8/27/2014,Diatom,
Fragilariopsis spp.,P,HMH,8/27/2014,Diatom,
Protoperidinium spp.,P,HMH,8/27/2014,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,8/27/2014,Diatom,
Rhizosolenia spp.,P,HMH,8/27/2014,Diatom,
Scrippsiella,P,HMH,8/27/2014,Dinoflagellate,
Skeletonema spp.,P,HMH,8/27/2014,Diatom,
Stephanopyxis spp.,P,HMH,8/27/2014,Diatom,
Thalassionema spp.,P,HMH,8/27/2014,Diatom,
Thalassiosira spp.,P,HMH,8/27/2014,Diatom,
Ceratium furca morphotype,P,HMH,9/2/2014,Dinoflagellate,
Ceratium fusus morphotype,P,HMH,9/2/2014,Dinoflagellate,
Ceratium longipes morphotype,P,HMH,9/2/2014,Dinoflagellate,
Chaetoceros spp.,P,HMH,9/2/2014,Diatom,
Dinophysis spp.,P,HMH,9/2/2014,Dinoflagellate,
Ditylum spp.,P,HMH,9/2/2014,Diatom,
Eucampia spp.,P,HMH,9/2/2014,Diatom,
Nitzschia morphotype,P,HMH,9/2/2014,Diatom,
Protoperidinium spp.,P,HMH,9/2/2014,Dinoflagellate,
Rhizosolenia spp.,P,HMH,9/2/2014,Diatom,
Stephanopyxis spp.,P,HMH,9/2/2014,Diatom,
Thalassionema spp.,P,HMH,9/2/2014,Diatom,
Thalassiosira spp.,P,HMH,9/2/2014,Diatom,
Alexandrium spp.,P,HMH,9/10/2014,Dinoflagellate,
Ceratium fusus morphotype,P,HMH,9/10/2014,Dinoflagellate,
Ceratium longipes morphotype,P,HMH,9/10/2014,Dinoflagellate,
Chaetoceros spp.,P,HMH,9/10/2014,Diatom,
Coscinodiscus spp.,P,HMH,9/10/2014,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,9/10/2014,Silicoflagellate,
Dinophysis spp.,P,HMH,9/10/2014,Dinoflagellate,
Navicula morphotype,P,HMH,9/10/2014,Diatom,
Pleurosigma morphotype,P,HMH,9/10/2014,Diatom,
Protoperidinium spp.,P,HMH,9/10/2014,Dinoflagellate,
Thalassionema spp.,P,HMH,9/10/2014,Diatom,
Thalassiosira spp.,P,HMH,9/10/2014,Diatom,
Ceratium furca morphotype,P,HMH,9/15/2014,Dinoflagellate,
Ceratium longipes morphotype,P,HMH,9/15/2014,Dinoflagellate,
Chaetoceros spp.,P,HMH,9/15/2014,Diatom,
Coscinodiscus spp.,P,HMH,9/15/2014,Diatom,
Dinophysis spp.,P,HMH,9/15/2014,Dinoflagellate,
Ditylum spp.,P,HMH,9/15/2014,Diatom,
Nitzschia morphotype,P,HMH,9/15/2014,Diatom,
Protoperidinium spp.,P,HMH,9/15/2014,Dinoflagellate,
Thalassionema spp.,P,HMH,9/15/2014,Diatom,
Thalassiosira spp.,P,HMH,9/15/2014,Diatom,
Ceratium furca morphotype,P,HMH,9/17/2014,Dinoflagellate,
Ceratium fusus morphotype,P,HMH,9/17/2014,Dinoflagellate,
Ceratium longipes morphotype,P,HMH,9/17/2014,Dinoflagellate,
Coscinodiscus spp.,P,HMH,9/17/2014,Diatom,
Licmophora spp.,P,HMH,9/17/2014,Diatom,
Navicula morphotype,P,HMH,9/17/2014,Diatom,
Nitzschia morphotype,P,HMH,9/17/2014,Diatom,
Pleurosigma morphotype,P,HMH,9/17/2014,Diatom,
Protoperidinium spp.,P,HMH,9/17/2014,Dinoflagellate,
Thalassiosira spp.,P,HMH,9/17/2014,Diatom,
Coscinodiscus spp.,P,HMH,9/24/2014,Diatom,
Entomoneis spp.,P,HMH,9/24/2014,Diatom,
Licmophora spp.,P,HMH,9/24/2014,Diatom,
Navicula morphotype,P,HMH,9/24/2014,Diatom,
Pleurosigma morphotype,P,HMH,9/24/2014,Diatom,
Thalassionema spp.,P,HMH,9/24/2014,Diatom,
Thalassiosira spp.,P,HMH,9/24/2014,Diatom,
Cerataulina spp.,P,HMH,10/2/2014,Diatom,
Ceratium furca morphotype,P,HMH,10/2/2014,Dinoflagellate,
Ceratium fusus morphotype,P,HMH,10/2/2014,Dinoflagellate,
Chaetoceros spp.,P,HMH,10/2/2014,Diatom,
Coscinodiscus spp.,P,HMH,10/2/2014,Diatom,
Entomoneis spp.,P,HMH,10/2/2014,Diatom,
Leptocylindrus spp.,P,HMH,10/2/2014,Diatom,
Licmophora spp.,P,HMH,10/2/2014,Diatom,
Navicula morphotype,P,HMH,10/2/2014,Diatom,
Nitzschia morphotype,P,HMH,10/2/2014,Diatom,
Pleurosigma morphotype,P,HMH,10/2/2014,Diatom,
Protoperidinium spp.,P,HMH,10/2/2014,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,10/2/2014,Diatom,
Rhizosolenia spp.,P,HMH,10/2/2014,Diatom,
Scrippsiella,P,HMH,10/2/2014,Dinoflagellate,
Stephanopyxis spp.,P,HMH,10/2/2014,Diatom,
Thalassionema spp.,P,HMH,10/2/2014,Diatom,
Thalassiosira spp.,P,HMH,10/2/2014,Diatom,
Ceratium furca morphotype,P,HMH,10/15/2014,Dinoflagellate,
Chaetoceros spp.,P,HMH,10/15/2014,Diatom,
Coscinodiscus spp.,P,HMH,10/15/2014,Diatom,
Ditylum spp.,P,HMH,10/15/2014,Diatom,
Navicula morphotype,P,HMH,10/15/2014,Diatom,
Odontella spp.,P,HMH,10/15/2014,Diatom,
Protoperidinium spp.,P,HMH,10/15/2014,Dinoflagellate,
Thalassiosira spp.,P,HMH,10/15/2014,Diatom,
Ceratium furca morphotype,P,HMH,10/24/2014,Dinoflagellate,
Ceratium longipes morphotype,P,HMH,10/24/2014,Dinoflagellate,
Chaetoceros spp.,P,HMH,10/24/2014,Diatom,
Coscinodiscus spp.,P,HMH,10/24/2014,Diatom,
Dinophysis spp.,P,HMH,10/24/2014,Dinoflagellate,
Ditylum spp.,P,HMH,10/24/2014,Diatom,
Entomoneis spp.,P,HMH,10/24/2014,Diatom,
Nitzschia morphotype,P,HMH,10/24/2014,Diatom,
Odontella spp.,P,HMH,10/24/2014,Diatom,
Pleurosigma morphotype,P,HMH,10/24/2014,Diatom,
Prorocentrum spp.,P,HMH,10/24/2014,Dinoflagellate,
Protoperidinium spp.,P,HMH,10/24/2014,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,10/24/2014,Diatom,
Rhizosolenia spp.,P,HMH,10/24/2014,Diatom,
Thalassionema spp.,P,HMH,10/24/2014,Diatom,
Thalassiosira spp.,P,HMH,10/24/2014,Diatom,
Pseudo-nitzschia spp.,P,HMH,11/19/2014,Diatom,
Chaetoceros socialis,P,HMH,4/3/2015,Diatom,
Chaetoceros spp.,P,HMH,4/3/2015,Diatom,
Coscinodiscus spp.,P,HMH,4/3/2015,Diatom,
Ditylum spp.,P,HMH,4/3/2015,Diatom,
Nitzschia morphotype,P,HMH,4/3/2015,Diatom,
Odontella spp.,P,HMH,4/3/2015,Diatom,
Planktoniella spp.,P,HMH,4/3/2015,Diatom,
Pseudo-nitzschia spp.,P,HMH,4/3/2015,Diatom,
Thalassiosira spp.,P,HMH,4/3/2015,Diatom,
Pseudo-nitzschia spp.,P,HMH,4/4/2015,Diatom,
Thalassiosira spp.,P,HMH,4/4/2015,Diatom,
Cerataulina spp.,P,HMH,4/6/2015,Diatom,
Chaetoceros spp.,P,HMH,4/6/2015,Diatom,
Dictyocha spp. (Chromophyte),P,HMH,4/6/2015,Silicoflagellate,
Ditylum spp.,P,HMH,4/6/2015,Diatom,
Leptocylindrus spp.,P,HMH,4/6/2015,Diatom,
Nitzschia morphotype,P,HMH,4/6/2015,Diatom,
Odontella spp.,P,HMH,4/6/2015,Diatom,
Pleurosigma morphotype,P,HMH,4/6/2015,Diatom,
Thalassionema spp.,P,HMH,4/6/2015,Diatom,
Thalassiosira spp.,P,HMH,4/6/2015,Diatom,
Chaetoceros socialis,P,HMH,4/15/2015,Diatom,
Chaetoceros spp.,A,HMH,4/15/2015,Diatom,
Guinardia spp.,P,HMH,4/15/2015,Diatom,
Licmophora spp.,P,HMH,4/15/2015,Diatom,
Navicula morphotype,P,HMH,4/15/2015,Diatom,
Nitzschia morphotype,P,HMH,4/15/2015,Diatom,
Odontella spp.,P,HMH,4/15/2015,Diatom,
Pleurosigma morphotype,P,HMH,4/15/2015,Diatom,
Protoperidinium spp.,P,HMH,4/15/2015,Dinoflagellate,
Rhizosolenia spp.,P,HMH,4/15/2015,Diatom,
Skeletonema spp.,P,HMH,4/15/2015,Diatom,
Stephanopyxis spp.,P,HMH,4/15/2015,Diatom,
Thalassiosira spp.,A,HMH,4/15/2015,Diatom,
Chaetoceros spp.,B,HMH,4/17/2015,Diatom,
Ditylum spp.,P,HMH,4/17/2015,Diatom,
Fragilariopsis spp.,P,HMH,4/17/2015,Diatom,
Leptocylindrus spp.,P,HMH,4/17/2015,Diatom,
Melosira spp.,P,HMH,4/17/2015,Diatom,
Nitzschia morphotype,P,HMH,4/17/2015,Diatom,
Odontella spp.,P,HMH,4/17/2015,Diatom,
Pleurosigma morphotype,P,HMH,4/17/2015,Diatom,
Pseudo-nitzschia spp.,P,HMH,4/17/2015,Diatom,
Rhizosolenia spp.,P,HMH,4/17/2015,Diatom,
Skeletonema spp.,P,HMH,4/17/2015,Diatom,
Thalassiosira spp.,B,HMH,4/17/2015,Diatom,
Chaetoceros socialis,P,HMH,4/28/2015,Diatom,
Chaetoceros spp.,B,HMH,4/28/2015,Diatom,
Coscinodiscus spp.,P,HMH,4/28/2015,Diatom,
Dinophysis spp.,P,HMH,4/28/2015,Dinoflagellate,
Ditylum spp.,P,HMH,4/28/2015,Diatom,
Leptocylindrus spp.,P,HMH,4/28/2015,Diatom,
Pleurosigma morphotype,P,HMH,4/28/2015,Diatom,
Protoperidinium spp.,P,HMH,4/28/2015,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,4/28/2015,Diatom,
Stephanopyxis spp.,P,HMH,4/28/2015,Diatom,
Chaetoceros socialis,P,HMH,5/1/2015,Diatom,
Chaetoceros spp.,B,HMH,5/1/2015,Diatom,
Corethron spp.,P,HMH,5/1/2015,Diatom,
Ditylum spp.,P,HMH,5/1/2015,Diatom,
Heterocapsa spp.,P,HMH,5/1/2015,Dinoflagellate,
Leptocylindrus spp.,P,HMH,5/1/2015,Diatom,
Nitzschia morphotype,P,HMH,5/1/2015,Diatom,
Planktoniella spp.,P,HMH,5/1/2015,Diatom,
Protoperidinium spp.,P,HMH,5/1/2015,Dinoflagellate,
Pseudo-nitzschia spp.,P,HMH,5/1/2015,Diatom,
Rhizosolenia spp.,P,HMH,5/1/2015,Diatom,
Scrippsiella,P,HMH,5/1/2015,Dinoflagellate,
Stephanopyxis spp.,P,HMH,5/1/2015,Diatom,
Thalassionema spp.,P,HMH,5/1/2015,Diatom,
Thalassiosira spp.,P,HMH,5/1/2015,Diatom,
Cerataulina spp.,P,HMH,5/6/2015,Diatom,
Chaetoceros socialis,P,HMH,5/6/2015,Diatom,
Chaetoceros spp.,A,HMH,5/6/2015,Diatom,
Ditylum spp.,P,HMH,5/6/2015,Diatom,
Leptocylindrus spp.,P,HMH,5/6/2015,Diatom,
Pleurosigma morphotype,P,HMH,5/6/2015,Diatom,
Pseudo-nitzschia spp.,P,HMH,5/6/2015,Diatom,
Rhizosolenia spp.,P,HMH,5/6/2015,Diatom,
Scrippsiella,P,HMH,5/6/2015,Dinoflagellate,
